,LAYER,MAP_NAME,NAME,count,geometry,max,mean,median,min,std
56,Coverage/Quad,User Created Features - Coverage/Quad,57,3314,"POLYGON Z ((289713.7897090627 5130227.591122098 1186.791870117188, 289718.1037886528 5130227.365030767 1177.1064453125, 289717.6516059908 5130218.736871588 1176.485107421875, 289713.3375264006 5130218.962962917 1184.655639648438, 289713.7897090627 5130227.591122098 1186.791870117188))",361.8426818847656,359.79879513028595,359.6258850097656,358.415283203125,1.127620247918271
57,Coverage/Quad,User Created Features - Coverage/Quad,58,3314,"POLYGON Z ((289718.1037886528 5130227.365030767 1177.1064453125, 289722.4178682428 5130227.138939437 1176.582397460938, 289721.965685581 5130218.510780256 1184.385498046875, 289717.6516059908 5130218.736871588 1176.485107421875, 289718.1037886528 5130227.365030767 1177.1064453125))",361.7480163574219,360.01361850146867,360.42787170410156,358.4113464355469,1.2148362046935277
58,Coverage/Quad,User Created Features - Coverage/Quad,59,3321,"POLYGON Z ((289722.4178682428 5130227.138939437 1176.582397460938, 289726.7319478331 5130226.912848104 1176.837280273438, 289726.2797651712 5130218.284688924 1175.447143554688, 289721.965685581 5130218.510780256 1184.385498046875, 289722.4178682428 5130227.138939437 1176.582397460938))",361.8229675292969,360.21803815290895,360.61907958984375,358.27069091796875,1.1454339177128445
59,Coverage/Quad,User Created Features - Coverage/Quad,60,3317,"POLYGON Z ((289726.7319478331 5130226.912848104 1176.837280273438, 289731.0460274233 5130226.686756773 1178.181884765625, 289730.5938447613 5130218.058597594 1181.698486328125, 289726.2797651712 5130218.284688924 1175.447143554688, 289726.7319478331 5130226.912848104 1176.837280273438))",361.6489562988281,359.8433719850068,360.13763427734375,358.20294189453125,1.2127415191379216
60,Coverage/Quad,User Created Features - Coverage/Quad,61,3313,"POLYGON Z ((289731.0460274233 5130226.686756773 1178.181884765625, 289735.3601070133 5130226.460665443 1177.125366210938, 289734.9079243513 5130217.832506263 1175.666137695313, 289730.5938447613 5130218.058597594 1181.698486328125, 289731.0460274233 5130226.686756773 1178.181884765625))",361.55865478515625,359.6166415642008,358.7526550292969,358.31982421875,1.160446703592186
61,Coverage/Quad,User Created Features - Coverage/Quad,62,3318,"POLYGON Z ((289735.3601070133 5130226.460665443 1177.125366210938, 289739.6741866035 5130226.234574112 1185.416625976563, 289739.2220039415 5130217.606414931 1184.421997070313, 289734.9079243513 5130217.832506263 1175.666137695313, 289735.3601070133 5130226.460665443 1177.125366210938))",361.8464050292969,359.64608503437097,359.47657775878906,358.2111511230469,1.2166922945719818
62,Coverage/Quad,User Created Features - Coverage/Quad,63,3314,"POLYGON Z ((289739.6741866035 5130226.234574112 1185.416625976563, 289743.9882661936 5130226.00848278 1176.135131835938, 289743.5360835317 5130217.380323603 1175.216918945313, 289739.2220039415 5130217.606414931 1184.421997070313, 289739.6741866035 5130226.234574112 1185.416625976563))",361.8288879394531,359.28677011788,358.5821838378906,358.1110534667969,1.1019013401411755
63,Coverage/Quad,User Created Features - Coverage/Quad,64,3314,"POLYGON Z ((289704.7093672205 5130219.415145581 1175.3828125, 289709.0234468106 5130219.189054247 1175.851806640625, 289708.5712641486 5130210.560895069 1174.614379882813, 289704.2571845585 5130210.786986398 1174.2939453125, 289704.7093672205 5130219.415145581 1175.3828125))",360.8421630859375,358.7709419651066,358.2850341796875,357.92730712890625,0.8963596587311246
64,Coverage/Quad,User Created Features - Coverage/Quad,65,3320,"POLYGON Z ((289709.0234468106 5130219.189054247 1175.851806640625, 289713.3375264006 5130218.962962917 1184.655639648438, 289712.8853437387 5130210.334803737 1183.963745117188, 289708.5712641486 5130210.560895069 1174.614379882813, 289709.0234468106 5130219.189054247 1175.851806640625))",361.82977294921875,359.3496828194124,358.54347229003906,358.0168151855469,1.2284618029780883
65,Coverage/Quad,User Created Features - Coverage/Quad,66,3317,"POLYGON Z ((289713.3375264006 5130218.962962917 1184.655639648438, 289717.6516059908 5130218.736871588 1176.485107421875, 289717.199423329 5130210.108712406 1175.001342773438, 289712.8853437387 5130210.334803737 1183.963745117188, 289713.3375264006 5130218.962962917 1184.655639648438))",361.7375793457031,359.7792069875299,359.9398498535156,358.02203369140625,1.1219868999155809
66,Coverage/Quad,User Created Features - Coverage/Quad,67,3315,"POLYGON Z ((289717.6516059908 5130218.736871588 1176.485107421875, 289721.965685581 5130218.510780256 1184.385498046875, 289721.5135029191 5130209.882621074 1184.419067382813, 289717.199423329 5130210.108712406 1175.001342773438, 289717.6516059908 5130218.736871588 1176.485107421875))",361.7789306640625,359.92979458309765,360.451171875,358.0244445800781,1.2672412921284764
